reviewID,restaurantID,reviewNumber,linkNumber,cityCode,reviewBy,reviewRating,reviewAt,reviewDescription,city
k2273,k17,2273,17,k,Wadia,4/5 Stars,10-09-21,Puri was tasty but choolay sahi nahi galey hoey the or aalo ki tarkari mei sey halki si smell thi,Karachi
k2274,k17,2274,17,k,Yumna,4/5 Stars,10-09-21,Bakaaaaaaaaaaar,Karachi
k2275,k17,2275,17,k,Saima,4/5 Stars,05-09-21,Price is high,Karachi
k2276,k17,2276,17,k,Anoosha,5/5 Stars,29-08-21,Awesome And Delicious,Karachi
k2277,k17,2277,17,k,Prince,1/5 Stars,26-08-21,The quility of the puris i ordered was not good and the cholla and tarkari was also not good at all. The price is very high according to the quality. I wont order from them from now on..,Karachi
k2278,k17,2278,17,k,humo,5/5 Stars,08-08-21,Yummy or bhot acha taste tha in sha Allah again oder kre gy,Karachi
k2279,k17,2279,17,k,Amna,1/5 Stars,30-07-21,Hopeless,Karachi
k2280,k17,2280,17,k,MuhammadZubair,5/5 Stars,25-07-21,Delicious as always,Karachi
k2281,k17,2281,17,k,Diya,2/5 Stars,21-07-21,Mene rusk b order kia tha dia he nahi 😐,Karachi
k2282,k17,2282,17,k,Faiz,5/5 Stars,15-07-21,Wonderful puri,Karachi
k2283,k17,2283,17,k,taha,1/5 Stars,11-07-21,Pathetic tase. Halwa was not cooked properly. Tarkari has no salt in it,Karachi
k2284,k17,2284,17,k,Hina,1/5 Stars,10-07-21,Meetha chewra order kia tha moti nimko bhaij Di very bad,Karachi
k2285,k17,2285,17,k,Ayesha,1/5 Stars,06-07-21,"Bad experience
Tasteless parties",Karachi
k2286,k17,2286,17,k,Jalil,3/5 Stars,27-06-21,Achi hoti ha halwa pori Allahpak berkat de apk kam ma,Karachi
k2287,k17,2287,17,k,Faiz,5/5 Stars,27-06-21,"One of the beat halwa puri in town do order from here. The puri, aloo, channa everything was fresh and hot. Totally satisfied",Karachi
k2288,k17,2288,17,k,Zeeshan,2/5 Stars,27-06-21,Pls make Puri with less oil,Karachi
k2289,k17,2289,17,k,Rizwan,4/5 Stars,26-06-21,Good,Karachi
k2290,k17,2290,17,k,Sayeed,4/5 Stars,23-06-21,Rolls was not good,Karachi
k2291,k17,2291,17,k,Saud,1/5 Stars,18-06-21,Poor food serve,Karachi
k2292,k17,2292,17,k,Alina,2/5 Stars,16-06-21,Alu ki tarkari was mising..,Karachi
k2293,k17,2293,17,k,Abdul,5/5 Stars,16-06-21,Halwa km tha,Karachi
k2294,k17,2294,17,k,Abdul,4/5 Stars,15-06-21,May hamesha yahi sy order kerta hoo lekin isdafa salan ki quantity km thi,Karachi
k2295,k17,2295,17,k,Maha,1/5 Stars,14-06-21,"Good taste
Perfect quality and quantity",Karachi
k2296,k17,2296,17,k,Yumna,2/5 Stars,12-06-21,No taste  bekaar chips oil hi ganda tha frying wala,Karachi
k2297,k17,2297,17,k,Abdul,5/5 Stars,09-06-21,Best halwa puri,Karachi
k2298,k17,2298,17,k,Taimoor,5/5 Stars,06-06-21,Best,Karachi
k2299,k17,2299,17,k,Junaid,1/5 Stars,04-06-21,Very bad,Karachi
k2300,k17,2300,17,k,Junaid,5/5 Stars,29-05-21,Out standing,Karachi
k2301,k17,2301,17,k,alishba,5/5 Stars,27-05-21,Bhot zabardast,Karachi
k2302,k17,2302,17,k,Ayesha,3/5 Stars,26-05-21,Chips baasi thy .. roll was good ..,Karachi
k2303,k17,2303,17,k,Mrs,1/5 Stars,21-05-21,Nimko ki quantiti boht km ti baqi items thik thy,Karachi
k2304,k17,2304,17,k,Faizan,5/5 Stars,20-05-21,"Good taste, magar halwa nhi Dala😡jb pkg main mention kartay ho to plz Aesa mat karen",Karachi
k2305,k17,2305,17,k,Mahek,4/5 Stars,17-05-21,"The quantity was extremely poor. The curry served with 4 puris was extremely less. However, the taste was phenomenal and extremely tasty.",Karachi
k2306,k17,2306,17,k,Amara,1/5 Stars,16-05-21,I ordered halwa puri...which delivered me after 2 hours and tarkari was so spicy that no one could eat it,Karachi
k2307,k17,2307,17,k,Wadia,5/5 Stars,07-04-21,"Halwa puri was tasty 
Aise hi apna taste barkarar rakhen 
Highly recommended 👍👍",Karachi
k2308,k17,2308,17,k,MuhammadZubair,5/5 Stars,04-04-21,"Taste, packing everything perfect but rider always late to deliver 😑",Karachi
k2309,k17,2309,17,k,Safia,3/5 Stars,03-04-21,Moog ki daal ki quantity bohat kam thi plz don't buy bakery item,Karachi
k2310,k17,2310,17,k,MuhammadOsama,5/5 Stars,28-03-21,Best as always,Karachi
k2311,k17,2311,17,k,Muzaffar,5/5 Stars,26-03-21,Best,Karachi
k2312,k17,2312,17,k,Naveera,5/5 Stars,25-03-21,"Highly recommend!! 
Perfect taste👍",Karachi
k2313,k17,2313,17,k,Nuzhat,1/5 Stars,25-03-21,Basi thin andarsy or roll,Karachi
k2314,k17,2314,17,k,Hashim,5/5 Stars,23-03-21,Delicious halwa puri👍,Karachi
k2315,k19,2315,19,k,Kashif,1/5 Stars,17-03-21,I didn't receive my order but it's mark delivered,Karachi
k2316,k19,2316,19,k,Tahir,2/5 Stars,22-02-21,Beef or chicken dono Sai sa bake ni hoi v the. Kachay tha..,Karachi
k2317,k19,2317,19,k,Urooj,5/5 Stars,13-01-21,Taste❤️,Karachi
k2318,k19,2318,19,k,Tooba,2/5 Stars,08-11-20,I got my food in 1 hour instead of 25 min. Its too late. Also rider didn't know the area he reached after too much guiding him.,Karachi
k2319,k21,2319,21,k,Manal,1/5 Stars,21-05-21,To much masala,Karachi
k2320,k21,2320,21,k,Haris,1/5 Stars,21-05-21,ڈیڑھ گھنٹہ لیٹ پہنچا ہے رائڈر اور بریانی بھی بس ایورج ہی تھی,Karachi
k2321,k21,2321,21,k,Syeda,2/5 Stars,02-05-21,Biryani them this par quantity bohat kam  thi packing to thi he ni supper ma biryani bhaj di,Karachi
k2322,k21,2322,21,k,Fazla,1/5 Stars,27-04-21,Tasteless,Karachi
k2323,k21,2323,21,k,Fazeela,3/5 Stars,21-04-21,not fresh,Karachi
k2324,k21,2324,21,k,Hanzu,4/5 Stars,29-03-21,Detail for spicy or non spicy,Karachi
k2325,k21,2325,21,k,Nida,4/5 Stars,25-03-21,Taste was awesum but contity too shot,Karachi
k2326,k21,2326,21,k,Samia,5/5 Stars,19-03-21,Tru to give spoons with the order next time,Karachi
k2327,k21,2327,21,k,Sajid,1/5 Stars,14-03-21,3rd class oily biryani.,Karachi
k2328,k21,2328,21,k,faiza,5/5 Stars,12-03-21,Good,Karachi
k2329,k21,2329,21,k,Manahil,1/5 Stars,06-03-21,"Bilkul khrb or basi biryani thi sharam ani chye ap logo ko 
160 me itnahi khrab or basi biryani bhji",Karachi
k2330,k21,2330,21,k,Sidrah,2/5 Stars,04-03-21,Quantity is very less and  chicken pieces are very small,Karachi
k2331,k21,2331,21,k,Anas,1/5 Stars,25-02-21,Ghatiya tareen biryani i have ever eaten tasteless masla hi masla chawal naam ko thy,Karachi
k2332,k21,2332,21,k,Sadia,1/5 Stars,16-02-21,Bed experiace teast less quality 0,Karachi
k2333,k21,2333,21,k,Dua,3/5 Stars,07-02-21,Biryani was so cold .all taste was furnished due to coldness,Karachi
k2334,k21,2334,21,k,Hira,1/5 Stars,04-02-21,Too much spicy biryani,Karachi
k2335,k21,2335,21,k,owais,1/5 Stars,10-01-21,Nice,Karachi
k2336,k21,2336,21,k,Rukhsar,1/5 Stars,07-01-21,Tastelesss biriyani ever without chiken,Karachi
k2337,k21,2337,21,k,anas,1/5 Stars,01-01-21,Chotiyapeee ki biryani,Karachi
k2338,k21,2338,21,k,Ahmed,1/5 Stars,31-12-20,Taste was not like before,Karachi
k2339,k21,2339,21,k,Ayesha,5/5 Stars,30-12-20,Very tasty 😋 food,Karachi
k2340,k21,2340,21,k,saira,1/5 Stars,27-12-20,Bhtt hii kharab experience rha mera aplog nee srff masala bhar kr dedia chawal bilkul nai thaa srff masala orr kachra hi kachra usmnn .,Karachi
k2341,k21,2341,21,k,Farman,3/5 Stars,20-12-20,Too spicy,Karachi
k2342,k21,2342,21,k,Urooj,1/5 Stars,16-12-20,Biryani was very spicy,Karachi
k2343,k21,2343,21,k,noman,2/5 Stars,15-12-20,Biryani was not fresh bad experience,Karachi
k2344,k21,2344,21,k,mobi,1/5 Stars,12-12-20,"Uncooked chicken, and cold",Karachi
k2345,k21,2345,21,k,AriSha,1/5 Stars,10-12-20,Tastless food.. rice was not cooked,Karachi
k2346,k21,2346,21,k,Quratshibly,5/5 Stars,07-12-20,Increase the quantity of rice,Karachi
k2347,k21,2347,21,k,Anam,1/5 Stars,07-12-20,Tasteless biryani with smely chckn,Karachi
k2348,k21,2348,21,k,Farrukh,5/5 Stars,05-12-20,Awesome,Karachi
k2349,k21,2349,21,k,Owais,4/5 Stars,29-11-20,Order received very late. Biryani bilkul bhi garam ni ghi..,Karachi
k2350,k21,2350,21,k,Waqas,1/5 Stars,28-11-20,Biryani doesn't have a taste,Karachi
k2351,k21,2351,21,k,FaizanKhan,5/5 Stars,27-11-20,good,Karachi
k2352,k21,2352,21,k,Muhammad,4/5 Stars,27-11-20,The taste was good but it was so spicy 🌶,Karachi
k2353,k21,2353,21,k,samrah,5/5 Stars,23-11-20,Taste acha tha pr thandi or oily thi bht,Karachi
k2354,k21,2354,21,k,Noor,1/5 Stars,21-11-20,No standard food available on foodpanda.,Karachi
k2355,k21,2355,21,k,Javeria,5/5 Stars,20-11-20,They did not give spoons and for this we suffer alot..,Karachi
k2356,k21,2356,21,k,Atif,5/5 Stars,08-11-20,Garama garam biryani ho to maza ajay,Karachi
k2357,k21,2357,21,k,amaya,5/5 Stars,28-10-20,Goood,Karachi
k2358,k21,2358,21,k,Syeda,2/5 Stars,22-10-20,Biryani taste not good,Karachi
