linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
33,SyedMuhammad,5/5 Stars,02-09-21,Burgers were good but they were bit small. Crispy poppers should have be crispier. Over all food was good.,Karachi
33,Amash,5/5 Stars,01-09-21,It was great,Karachi
33,Muhammad,1/5 Stars,30-08-21,Bht he bekaar zinger . 2 bite khakr phenkna para,Karachi
33,ahmer,2/5 Stars,29-08-21,Not good at all the zinger I ordered was so thin and the bun was stale,Karachi
33,Aliza,1/5 Stars,29-08-21,Pathetic cold and salty chicken is too less and too salty,Karachi
33,Omer,4/5 Stars,29-08-21,Good,Karachi
33,Emam,5/5 Stars,29-08-21,Testy tha or rider be acha tha,Karachi
33,Waseem,1/5 Stars,28-08-21,Not. Good,Karachi
33,Saad,1/5 Stars,27-08-21,Tardh kilas,Karachi
33,Ahmed,5/5 Stars,26-08-21,Best zinger. Small but taste was 10/10,Karachi
33,M,4/5 Stars,26-08-21,Order was good but your mayo garlic sauce taste so bad smell like plastic Maybe cause you put it with hot food it become hot also notice that,Karachi
33,Abid,5/5 Stars,24-08-21,Delicious food,Karachi
33,Ahsen,1/5 Stars,24-08-21,Got food poisoned. No freshness in food,Karachi
33,Salman,5/5 Stars,23-08-21,Awesome,Karachi
33,Syeda,5/5 Stars,23-08-21,everything is fine and fries are so yummy just one thing kindly don't put sause in the box,Karachi
33,Muzammil,1/5 Stars,22-08-21,"Its was not a zinger its was the junior zinger, very bad experience",Karachi
33,Saif,2/5 Stars,21-08-21,Very disappointed by the quantity of chicken patty in zinger. Will be hoping better next time.,Karachi
33,Fayzan,1/5 Stars,21-08-21,Pathatic food ever,Karachi
33,Muhammad,1/5 Stars,20-08-21,Ghatiya tha. Patti itni patli the k Nazar he nae arae the,Karachi
33,SyedFaizan,5/5 Stars,18-08-21,Vvvvv yuuumy,Karachi
33,Drsheeraz,1/5 Stars,13-08-21,Not good,Karachi
33,Osama,2/5 Stars,10-08-21,Extra small zinger burger hai yeh. 220 ki original cost ko 40% discount Mai beach kr mazak na karen bhai. 220 Mai fries k 7 standard size miljata hai. Fries k ginti k the,Karachi
33,Haris,5/5 Stars,09-08-21,Very good in reasonable price,Karachi
33,Farooq,3/5 Stars,09-08-21,Maza nhi aya,Karachi
33,Azan,5/5 Stars,09-08-21,Nice 😋 tasty,Karachi
33,Saad,5/5 Stars,05-08-21,Good,Karachi
33,Innam,1/5 Stars,04-08-21,Tasteless small zinger.,Karachi
33,Waseem,3/5 Stars,02-08-21,Chicken kacha tha zinger me. Aur chat masala bht tha. Bohot hi average burger tha,Karachi
33,Ghania,4/5 Stars,31-07-21,The was tasty but very less in quantity. I ordered a zinger with fries (deal) and it literally had 4 fries within.,Karachi
33,Sadia,1/5 Stars,31-07-21,Tastless,Karachi
33,Naeem,1/5 Stars,28-07-21,Bekar oil use kia tha qulity ko behtar banay,Karachi
34,dua,2/5 Stars,13-09-21,Har dafa alag test hota Hy plz tast same rakhyn apna plz,Karachi
34,Muzammil,1/5 Stars,10-09-21,worst food,Karachi
34,asifa,5/5 Stars,07-09-21,Zabrdst broast mazaaa agaya👌😋,Karachi
34,dua,3/5 Stars,06-09-21,Acha tha bas Thora garam bhej Diya karyn,Karachi
34,Wasfa,1/5 Stars,30-08-21,Bht hi bura tha normal si slice ospe kharaab chicken bht hi bad experience tha,Karachi
34,Ali,4/5 Stars,28-08-21,Good experience,Karachi
34,MTalha,2/5 Stars,27-08-21,Acha nahi tha normal tha..,Karachi
34,Talha,5/5 Stars,23-08-21,Amazing,Karachi
34,Zubair,1/5 Stars,22-08-21,Food was pathetic.,Karachi
34,Shahvez,1/5 Stars,21-08-21,Very bed test very bed chicken used in burger,Karachi
34,dua,5/5 Stars,20-08-21,Thori si chicken BHI daldety to Acha hota bhai,Karachi
34,sehar,3/5 Stars,18-08-21,Rider ny mis behaive kya i dnt like...but roll was gud to test...,Karachi
34,Raees,1/5 Stars,18-08-21,Bekaar,Karachi
34,Sanober,1/5 Stars,18-08-21,Normal jisa dekhaya tha wisa nh tha,Karachi
34,yamina,5/5 Stars,16-08-21,Bhot acha tha bs fries bhot km thi subha 4 baje bilkul fresh tha bhot zabardast broast ki quantity bhot sari thi😋,Karachi
34,SaniyaZameer,5/5 Stars,15-08-21,Very good in taste and this time u have improved .. so five 🤩,Karachi
34,Famiya,5/5 Stars,15-08-21,Good taste,Karachi
34,Mr,1/5 Stars,15-08-21,Very disappointing rotten food bad smell oil zero star I want my refund,Karachi
34,Waleed,1/5 Stars,14-08-21,"Worst experience ever..
Stale chicken.. been through food poisoning after having this..
Not recommend",Karachi
34,Syed,1/5 Stars,14-08-21,The fries was too spicy and the special egg burger was tasteless and with a very very little  cheese and the shape and quality of burger the burger is totally different from me order.,Karachi
34,AlamUmer,1/5 Stars,13-08-21,Very bad experience,Karachi
34,Raza,3/5 Stars,13-08-21,Chikan senvech good,Karachi
34,asifa,2/5 Stars,09-08-21,Basi tha broast,Karachi
34,Muhammad,5/5 Stars,09-08-21,Tasty,Karachi
34,Fatima,4/5 Stars,08-08-21,Normal but fresh,Karachi
34,Usman,5/5 Stars,08-08-21,very bad bugar quality west my money,Karachi
34,Attika,1/5 Stars,08-08-21,worst food evet,Karachi
34,Madiha,5/5 Stars,08-08-21,Good,Karachi
34,Babar,1/5 Stars,08-08-21,Bad test basi chicken,Karachi
34,Aqib,3/5 Stars,07-08-21,Very expensive and tasteless Zinger Burger plus very less in chicken,Karachi
34,Yumna,1/5 Stars,07-08-21,Wrost experiance bad exberiance 👎 not recomended vary bad quality of food non fresh n testles ..,Karachi
34,Mohsin,1/5 Stars,06-08-21,I ordered Pizza fries. & they literally send me pathan's fries in a Thermo box rather than an Aluminum box,Karachi
34,Fiza,5/5 Stars,03-08-21,zinger,Karachi
34,SyedAli,1/5 Stars,03-08-21,Bakwas,Karachi
34,Saqib,4/5 Stars,02-08-21,Good,Karachi
34,Syed,2/5 Stars,02-08-21,Not satisfied,Karachi
34,rida,1/5 Stars,01-08-21,bilkul 3rd class... m bilkul thanda Zinger tha pr baasi,Karachi
34,dua,1/5 Stars,01-08-21,Itna thanda yar hod Hoti hy,Karachi
35,Altaf,2/5 Stars,14-08-21,Stale 👎,Karachi
35,Yasir,1/5 Stars,13-08-21,Food is not fresh,Karachi
35,Afshan,1/5 Stars,07-08-21,"Food was very bad kind of soap smell in chaat 
Gol gappay was not fresh not crunchy at the end we throw 650 rupees of food in garbage not recommend this food way better to buy from street",Karachi
35,Faisal,2/5 Stars,04-08-21,I don’t know why the packaging is suck and menu do you need to be more visible when you dioing online order  Customer need to see the full menu so they can order stuff specially description It’s a great effort it could be better,Karachi
35,Muhammad,1/5 Stars,02-08-21,Bassssi aur bekar money wastage,Karachi
35,Abdul,5/5 Stars,02-08-21,",, Nice",Karachi
35,Faraz,1/5 Stars,31-07-21,"Khatti chaaat delivered krdi the
Shame on them",Karachi
35,Azra,1/5 Stars,10-07-21,Bhttt bury thy tooba..kindly Haroon k kha k Dekho kese hoty hain gol gappy,Karachi
35,Koko,1/5 Stars,01-07-21,Bekar 3rd class,Karachi
35,Muhammad,1/5 Stars,04-06-21,Namak bht Taz tha or zaiqa bhe Acha nai tha bht Ganda xprens tha bilkul be ek paisy Ka nai tha paisy zaya Hogy mere,Karachi
35,Aniza,1/5 Stars,02-06-21,Very bad taste,Karachi
35,ZoyaKhan,1/5 Stars,02-06-21,Bhot hi bykar or tastless mry pesy zayaa hgy...lahori dahi brry orr paprri chat aysy nhi hoty,Karachi
35,Junaid,1/5 Stars,01-06-21,Bad experience,Karachi
35,Zubair,2/5 Stars,26-04-21,Not good test,Karachi
35,SyedAliv,1/5 Stars,24-04-21,"Meethi dahi phulki order ki thee 
But namkeen dahi barry bhaij diye",Karachi
35,Maryam,5/5 Stars,24-04-21,Bohot hi yummy dahi bary thy bohot zbrdast MashAllah packing bohot achi thi Allah or kamiyabi day apko Ameen 💓,Karachi
35,Syed,5/5 Stars,13-04-21,Good Taste,Karachi
35,Furqan,1/5 Stars,28-03-21,"Itni byqar chaat thi..itni zada methi shehad jesi na koi dahi na imli Ka Pani na chaat masla, na dahi bara..ajib si basi bondian thn, na koi piyaz timatar, opr se choule b kache...HR lehaz se byqar wast of money... never order again",Karachi
35,Anila,4/5 Stars,28-03-21,Bad taste,Karachi
35,Anum,2/5 Stars,19-03-21,Dahi bilkul patla pani jaisa horha tha,Karachi
35,Anus,1/5 Stars,18-03-21,Gol gappay test was not so good disappointed,Karachi
35,sam,5/5 Stars,12-03-21,Fruit chat m apple k elawa b add kren kchh baqi sb acha tha,Karachi
35,Sana,5/5 Stars,19-02-21,Excellent taste,Karachi
35,Imran,1/5 Stars,07-02-21,"We order 01 fruit cream chat and 01 dahi bally and papri chat,

Fruit chat was good, they give us 02 papri chat there is no dahi bally in order and both papri chat was 3rd class.",Karachi
35,Amber,1/5 Stars,20-01-21,Sb achaa tha but quentity boht kam hai price zada hai or aloo smell arai thi goal gappy ki quentity or qulity barhaye,Karachi
